var,date,value,name,Description,Source,id,var0
A229RC0,01-06-2013,39574,income,Per capita disposable income,U.S. Bureau of Economic Analysis,270,226.4736179
A229RC0,01-07-2013,39562,income,Per capita disposable income,U.S. Bureau of Economic Analysis,271,226.4049445
A229RC0,01-08-2013,39688,income,Per capita disposable income,U.S. Bureau of Economic Analysis,272,227.1260158
A229RC0,01-09-2013,39842,income,Per capita disposable income,U.S. Bureau of Economic Analysis,273,228.0073252
A229RC0,01-10-2013,39767,income,Per capita disposable income,U.S. Bureau of Economic Analysis,274,227.5781161
A229RC0,01-11-2013,39905,income,Per capita disposable income,U.S. Bureau of Economic Analysis,275,228.3678608
A229RC0,01-12-2013,40046,income,Per capita disposable income,U.S. Bureau of Economic Analysis,276,229.1747739
A229RC0,01-01-2014,40296,income,Per capita disposable income,U.S. Bureau of Economic Analysis,277,230.605471
A229RC0,01-02-2014,40513,income,Per capita disposable income,U.S. Bureau of Economic Analysis,278,231.847316
A229RC0,01-03-2014,40795,income,Per capita disposable income,U.S. Bureau of Economic Analysis,279,233.4611423
A229RC0,01-04-2014,41015,income,Per capita disposable income,U.S. Bureau of Economic Analysis,280,234.7201557
A229RC0,01-05-2014,41211,income,Per capita disposable income,U.S. Bureau of Economic Analysis,281,235.8418221
A229RC0,01-06-2014,41401,income,Per capita disposable income,U.S. Bureau of Economic Analysis,282,236.9291519
A229RC0,01-07-2014,41558,income,Per capita disposable income,U.S. Bureau of Economic Analysis,283,237.8276296
A229RC0,01-08-2014,41721,income,Per capita disposable income,U.S. Bureau of Economic Analysis,284,238.7604441
A229RC0,01-09-2014,41839,income,Per capita disposable income,U.S. Bureau of Economic Analysis,285,239.4357331
A229RC0,01-10-2014,41982,income,Per capita disposable income,U.S. Bureau of Economic Analysis,286,240.2540918
A229RC0,01-11-2014,42143,income,Per capita disposable income,U.S. Bureau of Economic Analysis,287,241.1754607
A229RC0,01-12-2014,42337,income,Per capita disposable income,U.S. Bureau of Economic Analysis,288,242.2856816
A229RC0,01-01-2015,42358,income,Per capita disposable income,U.S. Bureau of Economic Analysis,289,242.4058601
A229RC0,01-02-2015,42559,income,Per capita disposable income,U.S. Bureau of Economic Analysis,290,243.5561406
A229RC0,01-03-2015,42496,income,Per capita disposable income,U.S. Bureau of Economic Analysis,291,243.1956049
A229RC0,01-04-2015,42599,income,Per capita disposable income,U.S. Bureau of Economic Analysis,292,243.7850521
A229RC0,01-05-2015,42747,income,Per capita disposable income,U.S. Bureau of Economic Analysis,293,244.6320247
A229RC0,01-06-2015,42830,income,Per capita disposable income,U.S. Bureau of Economic Analysis,294,245.1070161
A229RC0,01-07-2015,42938,income,Per capita disposable income,U.S. Bureau of Economic Analysis,295,245.7250773
A229RC0,01-08-2015,43008,income,Per capita disposable income,U.S. Bureau of Economic Analysis,296,246.1256724
A229RC0,01-09-2015,43034,income,Per capita disposable income,U.S. Bureau of Economic Analysis,297,246.2744649
A229RC0,01-10-2015,43088,income,Per capita disposable income,U.S. Bureau of Economic Analysis,298,246.5834955
A229RC0,01-11-2015,43082,income,Per capita disposable income,U.S. Bureau of Economic Analysis,299,246.5491588
A229RC0,01-12-2015,43228,income,Per capita disposable income,U.S. Bureau of Economic Analysis,300,247.3846858
A229RC0,01-01-2016,43386,income,Per capita disposable income,U.S. Bureau of Economic Analysis,301,248.2888863
A229RC0,01-02-2016,43384,income,Per capita disposable income,U.S. Bureau of Economic Analysis,302,248.2774408
A229RC0,01-03-2016,43466,income,Per capita disposable income,U.S. Bureau of Economic Analysis,303,248.7467094
A229RC0,01-04-2016,43505,income,Per capita disposable income,U.S. Bureau of Economic Analysis,304,248.9698981
A229RC0,01-05-2016,43523,income,Per capita disposable income,U.S. Bureau of Economic Analysis,305,249.0729083
A229RC0,01-06-2016,43600,income,Per capita disposable income,U.S. Bureau of Economic Analysis,306,249.513563
A229RC0,01-07-2016,43738,income,Per capita disposable income,U.S. Bureau of Economic Analysis,307,250.3033078
A229RC0,01-08-2016,43813,income,Per capita disposable income,U.S. Bureau of Economic Analysis,308,250.7325169
A229RC0,01-09-2016,43956,income,Per capita disposable income,U.S. Bureau of Economic Analysis,309,251.5508756
A229RC0,01-10-2016,44089,income,Per capita disposable income,U.S. Bureau of Economic Analysis,310,252.3120064
A229RC0,01-11-2016,44179,income,Per capita disposable income,U.S. Bureau of Economic Analysis,311,252.8270573
A229RC0,01-12-2016,44326,income,Per capita disposable income,U.S. Bureau of Economic Analysis,312,253.6683072
A229RC0,01-01-2017,44657,income,Per capita disposable income,U.S. Bureau of Economic Analysis,313,255.5625501
A229RC0,01-02-2017,44841,income,Per capita disposable income,U.S. Bureau of Economic Analysis,314,256.6155431
A229RC0,01-03-2017,44990,income,Per capita disposable income,U.S. Bureau of Economic Analysis,315,257.4682385
A229RC0,01-04-2017,45150,income,Per capita disposable income,U.S. Bureau of Economic Analysis,316,258.3838846
A229RC0,01-05-2017,45418,income,Per capita disposable income,U.S. Bureau of Economic Analysis,317,259.9175919
A229RC0,01-06-2017,45446,income,Per capita disposable income,U.S. Bureau of Economic Analysis,318,260.0778299
A229RC0,01-07-2017,45550,income,Per capita disposable income,U.S. Bureau of Economic Analysis,319,260.6729999
A229RC0,01-08-2017,45676,income,Per capita disposable income,U.S. Bureau of Economic Analysis,320,261.3940712
A229RC0,01-09-2017,45892,income,Per capita disposable income,U.S. Bureau of Economic Analysis,321,262.6301934
A229RC0,01-10-2017,46047,income,Per capita disposable income,U.S. Bureau of Economic Analysis,322,263.5172256
A229RC0,01-11-2017,46159,income,Per capita disposable income,U.S. Bureau of Economic Analysis,323,264.1581779
A229RC0,01-12-2017,46299,income,Per capita disposable income,U.S. Bureau of Economic Analysis,324,264.9593682
A229RC0,01-01-2018,46766,income,Per capita disposable income,U.S. Bureau of Economic Analysis,325,267.6319103
A229RC0,01-02-2018,46974,income,Per capita disposable income,U.S. Bureau of Economic Analysis,326,268.8222502
A229RC0,01-03-2018,47191,income,Per capita disposable income,U.S. Bureau of Economic Analysis,327,270.0640952
A229RC0,01-04-2018,47392,income,Per capita disposable income,U.S. Bureau of Economic Analysis,328,271.2143756
A229RC0,01-05-2018,47602,income,Per capita disposable income,U.S. Bureau of Economic Analysis,329,272.4161612
A229RC0,01-06-2018,47784,income,Per capita disposable income,U.S. Bureau of Economic Analysis,330,273.4577086
A229RC0,01-07-2018,47967,income,Per capita disposable income,U.S. Bureau of Economic Analysis,331,274.5049788
A229RC0,01-08-2018,48113,income,Per capita disposable income,U.S. Bureau of Economic Analysis,332,275.3405059
A229RC0,01-09-2018,48155,income,Per capita disposable income,U.S. Bureau of Economic Analysis,333,275.580863
A229RC0,01-10-2018,48330,income,Per capita disposable income,U.S. Bureau of Economic Analysis,334,276.5823509
A229RC0,01-11-2018,48420,income,Per capita disposable income,U.S. Bureau of Economic Analysis,335,277.0974019
A229RC0,01-12-2018,48951,income,Per capita disposable income,U.S. Bureau of Economic Analysis,336,280.1362024
A229RC0,01-01-2019,48892,income,Per capita disposable income,U.S. Bureau of Economic Analysis,337,279.7985579
A229RC0,01-02-2019,49017,income,Per capita disposable income,U.S. Bureau of Economic Analysis,338,280.5139064
A229RC0,01-03-2019,49103,income,Per capita disposable income,U.S. Bureau of Economic Analysis,339,281.0060662
A229RC0,01-04-2019,49095,income,Per capita disposable income,U.S. Bureau of Economic Analysis,340,280.9602839
A229RC0,01-05-2019,49091,income,Per capita disposable income,U.S. Bureau of Economic Analysis,341,280.9373927
A229RC0,01-06-2019,49155,income,Per capita disposable income,U.S. Bureau of Economic Analysis,342,281.3036511
A229RC0,01-07-2019,49258,income,Per capita disposable income,U.S. Bureau of Economic Analysis,343,281.8930983
A229RC0,01-08-2019,49508,income,Per capita disposable income,U.S. Bureau of Economic Analysis,344,283.3237954
A229RC0,01-09-2019,49619,income,Per capita disposable income,U.S. Bureau of Economic Analysis,345,283.9590248
A229RC0,01-10-2019,49760,income,Per capita disposable income,U.S. Bureau of Economic Analysis,346,284.765938
A229RC0,01-11-2019,49995,income,Per capita disposable income,U.S. Bureau of Economic Analysis,347,286.1107932
A229RC0,01-12-2019,49935,income,Per capita disposable income,U.S. Bureau of Economic Analysis,348,285.7674259
A229RC0,01-01-2020,50460,income,Per capita disposable income,U.S. Bureau of Economic Analysis,349,288.7718897
A229RC0,01-02-2020,50784,income,Per capita disposable income,U.S. Bureau of Economic Analysis,350,290.626073
A229RC0,01-03-2020,49886,income,Per capita disposable income,U.S. Bureau of Economic Analysis,351,285.4870093
A229RC0,01-04-2020,57373,income,Per capita disposable income,U.S. Bureau of Economic Analysis,352,328.3335241
A229RC0,01-05-2020,54636,income,Per capita disposable income,U.S. Bureau of Economic Analysis,353,312.6702529
A229RC0,01-06-2020,53950,income,Per capita disposable income,U.S. Bureau of Economic Analysis,354,308.7444203
A229RC0,01-07-2020,54393,income,Per capita disposable income,U.S. Bureau of Economic Analysis,355,311.2796154
A229RC0,01-08-2020,52516,income,Per capita disposable income,U.S. Bureau of Economic Analysis,356,300.5379421
A229RC0,01-09-2020,52874,income,Per capita disposable income,U.S. Bureau of Economic Analysis,357,302.5867002
A229RC0,01-10-2020,52614,income,Per capita disposable income,U.S. Bureau of Economic Analysis,358,301.0987753
A229RC0,01-11-2020,51917,income,Per capita disposable income,U.S. Bureau of Economic Analysis,359,297.109992
A229RC0,01-12-2020,52194,income,Per capita disposable income,U.S. Bureau of Economic Analysis,360,298.6952043
A229RC0,01-01-2021,57771,income,Per capita disposable income,U.S. Bureau of Economic Analysis,361,330.6111938
A229RC0,01-02-2021,53010,income,Per capita disposable income,U.S. Bureau of Economic Analysis,362,303.3649994
A229RC0,01-03-2021,65543,income,Per capita disposable income,U.S. Bureau of Economic Analysis,363,375.0887032
A229RC0,01-04-2021,55394,income,Per capita disposable income,U.S. Bureau of Economic Analysis,364,317.0081264
A229RC0,01-05-2021,53897,income,Per capita disposable income,U.S. Bureau of Economic Analysis,365,308.4411125
CUSR0000SA0L2,01-01-1991,132.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,1,100
CUSR0000SA0L2,01-02-1991,132.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,2,100
CUSR0000SA0L2,01-03-1991,132.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,3,99.92435703
CUSR0000SA0L2,01-04-1991,132.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,4,100.1512859
CUSR0000SA0L2,01-05-1991,133,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,5,100.6051437
CUSR0000SA0L2,01-06-1991,133.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,6,100.8320726
CUSR0000SA0L2,01-07-1991,133.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,7,100.9833585
CUSR0000SA0L2,01-08-1991,133.9,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,8,101.2859304
CUSR0000SA0L2,01-09-1991,134.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,9,101.5885023
CUSR0000SA0L2,01-10-1991,134.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,10,101.6641452
CUSR0000SA0L2,01-11-1991,135,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,11,102.118003
CUSR0000SA0L2,01-12-1991,135.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,12,102.3449319
CUSR0000SA0L2,01-01-1992,135.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,13,102.3449319
CUSR0000SA0L2,01-02-1992,135.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,14,102.5718608
CUSR0000SA0L2,01-03-1992,136,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,15,102.8744327
CUSR0000SA0L2,01-04-1992,136.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,16,103.1770045
CUSR0000SA0L2,01-05-1992,136.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,17,103.4039334
CUSR0000SA0L2,01-06-1992,137.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,18,103.7065053
CUSR0000SA0L2,01-07-1992,137.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,19,104.0090772
CUSR0000SA0L2,01-08-1992,137.9,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,20,104.311649
CUSR0000SA0L2,01-09-1992,138.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,21,104.5385779
CUSR0000SA0L2,01-10-1992,138.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,22,104.9167927
CUSR0000SA0L2,01-11-1992,139.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,23,105.2193646
CUSR0000SA0L2,01-12-1992,139.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,24,105.4462935
CUSR0000SA0L2,01-01-1993,139.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,25,105.6732224
CUSR0000SA0L2,01-02-1993,140.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,26,105.9757943
CUSR0000SA0L2,01-03-1993,140.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,27,106.1270802
CUSR0000SA0L2,01-04-1993,140.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,28,106.429652
CUSR0000SA0L2,01-05-1993,141.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,29,106.7322239
CUSR0000SA0L2,01-06-1993,141.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,30,106.8078669
CUSR0000SA0L2,01-07-1993,141.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,31,106.8835098
CUSR0000SA0L2,01-08-1993,141.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,32,107.1860817
CUSR0000SA0L2,01-09-1993,141.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,33,107.2617247
CUSR0000SA0L2,01-10-1993,142.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,34,107.7912254
CUSR0000SA0L2,01-11-1993,142.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,35,108.0181543
CUSR0000SA0L2,01-12-1993,143.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,36,108.2450832
CUSR0000SA0L2,01-01-1994,143.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,37,108.2450832
CUSR0000SA0L2,01-02-1994,143.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,38,108.3963691
CUSR0000SA0L2,01-03-1994,143.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,39,108.623298
CUSR0000SA0L2,01-04-1994,143.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,40,108.774584
CUSR0000SA0L2,01-05-1994,144,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,41,108.9258699
CUSR0000SA0L2,01-06-1994,144.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,42,109.3040847
CUSR0000SA0L2,01-07-1994,145.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,43,109.7579425
CUSR0000SA0L2,01-08-1994,145.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,44,110.1361573
CUSR0000SA0L2,01-09-1994,145.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,45,110.2874433
CUSR0000SA0L2,01-10-1994,145.9,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,46,110.3630862
CUSR0000SA0L2,01-11-1994,146.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,47,110.5900151
CUSR0000SA0L2,01-12-1994,146.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,48,110.892587
CUSR0000SA0L2,01-01-1995,147,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,49,111.1951589
CUSR0000SA0L2,01-02-1995,147.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,50,111.4977307
CUSR0000SA0L2,01-03-1995,147.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,51,111.6490166
CUSR0000SA0L2,01-04-1995,148.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,52,112.1028744
CUSR0000SA0L2,01-05-1995,148.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,53,112.2541604
CUSR0000SA0L2,01-06-1995,148.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,54,112.4810893
CUSR0000SA0L2,01-07-1995,148.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,55,112.5567322
CUSR0000SA0L2,01-08-1995,149.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,56,112.7836611
CUSR0000SA0L2,01-09-1995,149.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,57,112.8593041
CUSR0000SA0L2,01-10-1995,149.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,58,113.1618759
CUSR0000SA0L2,01-11-1995,149.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,59,113.1618759
CUSR0000SA0L2,01-12-1995,149.9,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,60,113.3888048
CUSR0000SA0L2,01-01-1996,150.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,61,113.9183056
CUSR0000SA0L2,01-02-1996,151,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,62,114.2208775
CUSR0000SA0L2,01-03-1996,151.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,63,114.5990923
CUSR0000SA0L2,01-04-1996,152.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,64,115.0529501
CUSR0000SA0L2,01-05-1996,152.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,65,115.3555219
CUSR0000SA0L2,01-06-1996,152.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,66,115.5068079
CUSR0000SA0L2,01-07-1996,152.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,67,115.5824508
CUSR0000SA0L2,01-08-1996,153,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,68,115.7337368
CUSR0000SA0L2,01-09-1996,153.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,69,116.1875946
CUSR0000SA0L2,01-10-1996,154.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,70,116.5658094
CUSR0000SA0L2,01-11-1996,154.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,71,116.9440242
CUSR0000SA0L2,01-12-1996,155.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,72,117.322239
CUSR0000SA0L2,01-01-1997,155.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,73,117.473525
CUSR0000SA0L2,01-02-1997,155.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,74,117.6248109
CUSR0000SA0L2,01-03-1997,155.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,75,117.6248109
CUSR0000SA0L2,01-04-1997,155.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,76,117.6248109
CUSR0000SA0L2,01-05-1997,155.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,77,117.5491679
CUSR0000SA0L2,01-06-1997,155.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,78,117.7760968
CUSR0000SA0L2,01-07-1997,155.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,79,117.7760968
CUSR0000SA0L2,01-08-1997,156,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,80,118.0030257
CUSR0000SA0L2,01-09-1997,156.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,81,118.3812405
CUSR0000SA0L2,01-10-1997,156.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,82,118.5325265
CUSR0000SA0L2,01-11-1997,156.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,83,118.6081694
CUSR0000SA0L2,01-12-1997,156.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,84,118.5325265
CUSR0000SA0L2,01-01-1998,156.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,85,118.6081694
CUSR0000SA0L2,01-02-1998,156.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,86,118.4568835
CUSR0000SA0L2,01-03-1998,156.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,87,118.3812405
CUSR0000SA0L2,01-04-1998,156.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,88,118.4568835
CUSR0000SA0L2,01-05-1998,157,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,89,118.7594554
CUSR0000SA0L2,01-06-1998,157.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,90,118.8350983
CUSR0000SA0L2,01-07-1998,157.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,91,119.0620272
CUSR0000SA0L2,01-08-1998,157.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,92,119.2133132
CUSR0000SA0L2,01-09-1998,157.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,93,119.0620272
CUSR0000SA0L2,01-10-1998,157.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,94,119.2889561
CUSR0000SA0L2,01-11-1998,157.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,95,119.3645991
CUSR0000SA0L2,01-12-1998,158.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,96,119.591528
CUSR0000SA0L2,01-01-1999,158.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,97,119.8940998
CUSR0000SA0L2,01-02-1999,158.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,98,119.7428139
CUSR0000SA0L2,01-03-1999,158.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,99,119.8184569
CUSR0000SA0L2,01-04-1999,159.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,100,120.7261725
CUSR0000SA0L2,01-05-1999,159.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,101,120.7261725
CUSR0000SA0L2,01-06-1999,159.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,102,120.7261725
CUSR0000SA0L2,01-07-1999,160.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,103,121.2556732
CUSR0000SA0L2,01-08-1999,160.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,104,121.5582451
CUSR0000SA0L2,01-09-1999,161.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,105,122.1633888
CUSR0000SA0L2,01-10-1999,161.9,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,106,122.4659607
CUSR0000SA0L2,01-11-1999,162,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,107,122.5416036
CUSR0000SA0L2,01-12-1999,162.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,108,122.9198185
CUSR0000SA0L2,01-01-2000,162.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,109,123.1467474
CUSR0000SA0L2,01-02-2000,163.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,110,123.7518911
CUSR0000SA0L2,01-03-2000,164.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,111,124.5839637
CUSR0000SA0L2,01-04-2000,164.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,112,124.4326778
CUSR0000SA0L2,01-05-2000,164.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,113,124.5839637
CUSR0000SA0L2,01-06-2000,165.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,114,125.4160363
CUSR0000SA0L2,01-07-2000,166.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,115,125.7942511
CUSR0000SA0L2,01-08-2000,166.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,116,125.6429652
CUSR0000SA0L2,01-09-2000,167.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,117,126.4750378
CUSR0000SA0L2,01-10-2000,167.3,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,118,126.5506808
CUSR0000SA0L2,01-11-2000,167.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,119,126.7776097
CUSR0000SA0L2,01-12-2000,168,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,120,127.0801815
CUSR0000SA0L2,01-01-2001,169.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,121,127.9122542
CUSR0000SA0L2,01-02-2001,169.4,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,122,128.1391831
CUSR0000SA0L2,01-03-2001,169.2,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,123,127.9878971
CUSR0000SA0L2,01-04-2001,169.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,124,128.290469
CUSR0000SA0L2,01-05-2001,170.5,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,125,128.9712557
CUSR0000SA0L2,01-06-2001,170.7,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,126,129.1225416
CUSR0000SA0L2,01-07-2001,170.1,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,127,128.6686838
CUSR0000SA0L2,01-08-2001,169.8,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,128,128.4417549
CUSR0000SA0L2,01-09-2001,170.6,cpi.less.shelter,CPI-U All items less shelter,U.S. Bureau of Labor Statistics,129,129.0468986
